City ID,City,State,Country,Region,Market
1941,Levin,Manawatu-Wanganui,New Zealand,Oceania,Asia Pacific
1942,Lewiston,Idaho,United States,Western US,USCA
1943,Lewiston,Maine,United States,Eastern US,USCA
1944,Lianyuan,Hunan,China,Eastern Asia,Asia Pacific
1945,Lianzhou,Guangdong,China,Eastern Asia,Asia Pacific
1946,Lianzhou,Guangxi,China,Eastern Asia,Asia Pacific
1947,Liaocheng,Shandong,China,Eastern Asia,Asia Pacific
1948,Liaoyang,Liaoning,China,Eastern Asia,Asia Pacific
1949,Liaoyuan,Jilin,China,Eastern Asia,Asia Pacific
1950,Liberec,Liberec,Czech Republic,Eastern Europe,Europe
1951,Libourne,Aquitaine-Limousin-Poitou-Charentes,France,Western Europe,Europe
1952,Libreville,Estuaire,Gabon,Central Africa,Africa
1953,Licheng,Guangdong,China,Eastern Asia,Asia Pacific
1954,Licheng,Jiangsu,China,Eastern Asia,Asia Pacific
1955,Lichinga,Niassa,Mozambique,Eastern Africa,Africa
1956,Lida,Hrodna,Belarus,Eastern Europe,Europe
1957,Likasi,Katanga,Democratic Republic of the Congo,Central Africa,Africa
1958,Lille,Nord-Pas-de-Calais-Picardie,France,Western Europe,Europe
1959,Lilongwe,Lilongwe,Malawi,Eastern Africa,Africa
1960,Lima,Lima (city),Peru,South America,LATAM
1961,Limay,Ile-de-France,France,Western Europe,Europe
1962,Limbe,Sud-Ouest,Cameroon,Central Africa,Africa
1963,Limeira,São Paulo,Brazil,South America,LATAM
1964,Limoeiro do Norte,Ceará,Brazil,South America,LATAM
1965,Limoges,Aquitaine-Limousin-Poitou-Charentes,France,Western Europe,Europe
1966,Linares,Nuevo León,Mexico,Central America,LATAM
1967,Lincoln,England,United Kingdom,Northern Europe,Europe
1968,Lincoln Park,Michigan,United States,Central US,USCA
1969,Linden,New Jersey,United States,Eastern US,USCA
1970,Linden,Upper Demerara-Berbice,Guyana,South America,LATAM
1971,Lindenhurst,New York,United States,Eastern US,USCA
1972,Lingolsheim,Alsace-Champagne-Ardenne-Lorraine,France,Western Europe,Europe
1973,Linhai,Zhejiang,China,Eastern Asia,Asia Pacific
1974,Linhares,Espírito Santo,Brazil,South America,LATAM
1975,Lins,São Paulo,Brazil,South America,LATAM
1976,Linyi,Shandong,China,Eastern Asia,Asia Pacific
1977,Linz,Upper Austria,Austria,Western Europe,Europe
1978,Lippstadt,North Rhine-Westphalia,Germany,Western Europe,Europe
1979,Lisbon,Lisboa,Portugal,Southern Europe,Europe
1980,Lisichansk,Luhans'k,Ukraine,Eastern Europe,Europe
1981,Lisieux,Normandy,France,Western Europe,Europe
1982,Lismore,New South Wales,Australia,Oceania,Asia Pacific
1983,Little Rock,Arkansas,United States,Southern US,USCA
1984,Littlehampton,England,United Kingdom,Northern Europe,Europe
1985,Littleton,Colorado,United States,Western US,USCA
1986,Liuyang,Hunan,China,Eastern Asia,Asia Pacific
1987,Liverpool,England,United Kingdom,Northern Europe,Europe
1988,Livingston,Scotland,United Kingdom,Northern Europe,Europe
1989,Livingstone,Southern,Zambia,Eastern Africa,Africa
1990,Livry-Gargan,Ile-de-France,France,Western Europe,Europe
1991,Ljubljana,Ljubljana,Slovenia,Southern Europe,Europe
1992,Lo Prado,Santiago,Chile,South America,LATAM
1993,Lodi,California,United States,Western US,USCA
1994,Lodz,Lodz,Poland,Eastern Europe,Europe
1995,Logan,Utah,United States,Western US,USCA
1996,Lohne,Lower Saxony,Germany,Western Europe,Europe
1997,Lokossa,Mono,Benin,Western Africa,Africa
1998,Lome,Maritime,Togo,Western Africa,Africa
1999,Lomme,Nord-Pas-de-Calais-Picardie,France,Western Europe,Europe
2000,London,England,United Kingdom,Northern Europe,Europe
2001,London,Ontario,Canada,Canada,USCA
2002,Londrina,Parana,Brazil,South America,LATAM
2003,Long Beach,California,United States,Western US,USCA
2004,Long Beach,New York,United States,Eastern US,USCA
2005,Longjumeau,Ile-de-France,France,Western Europe,Europe
2006,Longmont,Colorado,United States,Western US,USCA
2007,Longueuil,Quebec,Canada,Canada,USCA
2008,Longview,Washington,United States,Western US,USCA
2009,Lons-le-Saunier,Bourgogne-Franche-Comté,France,Western Europe,Europe
2010,Loos,Nord-Pas-de-Calais-Picardie,France,Western Europe,Europe
2011,Lora del Río,Andalusía,Spain,Southern Europe,Europe
2012,Lorain,Ohio,United States,Eastern US,USCA
2013,Lorca,Murcia,Spain,Southern Europe,Europe
2014,Lorena,São Paulo,Brazil,South America,LATAM
2015,Lorient,Brittany,France,Western Europe,Europe
2016,Lormont,Aquitaine-Limousin-Poitou-Charentes,France,Western Europe,Europe
2017,Los Angeles,California,United States,Western US,USCA
2018,Los Ángeles,Biobio,Chile,South America,LATAM
2019,Los Mochis,Sinaloa,Mexico,Central America,LATAM
2020,Los Patios,Norte de Santander,Colombia,South America,LATAM
2021,Loubomo,Niari,Republic of the Congo,Central Africa,Africa
2022,Loudi,Hunan,China,Eastern Asia,Asia Pacific
2023,Loughborough,England,United Kingdom,Northern Europe,Europe
2024,Louisville,Colorado,United States,Western US,USCA
2025,Louisville,Kentucky,United States,Southern US,USCA
2026,Loum,Littoral,Cameroon,Central Africa,Africa
2027,Loures,Lisboa,Portugal,Southern Europe,Europe
2028,Louviers,Normandy,France,Western Europe,Europe
2029,Loveland,Colorado,United States,Western US,USCA
2030,Lowell,Massachusetts,United States,Eastern US,USCA
2031,Lower Hutt,Wellington,New Zealand,Oceania,Asia Pacific
2032,Lowestoft,England,United Kingdom,Northern Europe,Europe
2033,Luanda,Luanda,Angola,Central Africa,Africa
2034,Luanshya,Copperbelt,Zambia,Eastern Africa,Africa
2035,Lubango,Huila,Angola,Central Africa,Africa
2036,Lubbock,Texas,United States,Central US,USCA
2037,Lublin,Lublin,Poland,Eastern Europe,Europe
2038,Lubumbashi,Katanga,Democratic Republic of the Congo,Central Africa,Africa
2039,Lucca,Tuscany,Italy,Southern Europe,Europe
2040,Lucerne,Lucerne,Switzerland,Western Europe,Europe
2041,Lucknow,Uttar Pradesh,India,Southern Asia,Asia Pacific
2042,Ludhiana,Punjab,India,Southern Asia,Asia Pacific
2043,Ludwigsburg,Baden-Württemberg,Germany,Western Europe,Europe
2044,Ludwigsfelde,Brandenburg,Germany,Western Europe,Europe
2045,Ludwigshafen am Rhein,Rhineland-Palatinate,Germany,Western Europe,Europe
2046,Lugo,Galicia,Spain,Southern Europe,Europe
2047,Lugoj,Timis,Romania,Eastern Europe,Europe
2048,Luhans'k,Luhans'k,Ukraine,Eastern Europe,Europe
2049,Lund,Skåne,Sweden,Northern Europe,Europe
2050,Lunel,Languedoc-Roussillon-Midi-Pyrénées,France,Western Europe,Europe
2051,Luohe,Henan,China,Eastern Asia,Asia Pacific
2052,Luoyang,Fujian,China,Eastern Asia,Asia Pacific
2053,Luoyang,Guangdong,China,Eastern Asia,Asia Pacific
2054,Luoyang,Henan,China,Eastern Asia,Asia Pacific
2055,Lusaka,Lusaka,Zambia,Eastern Africa,Africa
2056,Luton,England,United Kingdom,Northern Europe,Europe
2057,Luts'k,Volyn,Ukraine,Eastern Europe,Europe
2058,Luxembourg,Luxembourg,Luxembourg,Western Europe,Europe
2059,L'viv,L'viv,Ukraine,Eastern Europe,Europe
2060,Lyon,Auvergne-Rhône-Alpes,France,Western Europe,Europe
2061,Maastricht,Limburg,Netherlands,Western Europe,Europe
2062,Mabopane,Gauteng,South Africa,Southern Africa,Africa
2063,Macapá,Amapá,Brazil,South America,LATAM
2064,Maceió,Alagoas,Brazil,South America,LATAM
2065,Macheng,Hubei,China,Eastern Asia,Asia Pacific
2066,Mackay,Queensland,Australia,Oceania,Asia Pacific
2067,Macon,Georgia,United States,Southern US,USCA
2068,Mâcon,Bourgogne-Franche-Comté,France,Western Europe,Europe
2069,Madero,Tamaulipas,Mexico,Central America,LATAM
2070,Madison,Wisconsin,United States,Central US,USCA
2071,Madrid,Madrid,Spain,Southern Europe,Europe
2072,Madurai,Tamil Nadu,India,Southern Asia,Asia Pacific
2073,Magdeburg,Saxony-Anhalt,Germany,Western Europe,Europe
2074,Magnitogorsk,Chelyabinsk,Russia,Eastern Europe,Europe
2075,Mahajanga,Boeny,Madagascar,Eastern Africa,Africa
2076,Maidenhead,England,United Kingdom,Northern Europe,Europe
2077,Maidstone,England,United Kingdom,Northern Europe,Europe
2078,Maiduguri,Borno,Nigeria,Western Africa,Africa
2079,Mainz,Rhineland-Palatinate,Germany,Western Europe,Europe
2080,Maisons-Alfort,Ile-de-France,France,Western Europe,Europe
2081,Maisons-Laffitte,Ile-de-France,France,Western Europe,Europe
2082,Majadahonda,Madrid,Spain,Southern Europe,Europe
2083,Makati,National Capital,Philippines,Southeastern Asia,Asia Pacific
2084,Makeni,Northern,Sierra Leone,Western Africa,Africa
2085,Makhachkala,Dagestan,Russia,Eastern Europe,Europe
2086,Makurdi,Benue,Nigeria,Western Africa,Africa
2087,Malakoff,Ile-de-France,France,Western Europe,Europe
2088,Malambo,Atlántico,Colombia,South America,LATAM
2089,Malang,Jawa Timur,Indonesia,Southeastern Asia,Asia Pacific
2090,Malanje,Malanje,Angola,Central Africa,Africa
2091,Malatya,Malatya,Turkey,Western Asia,Asia Pacific
2092,Malayer,Hamadan,Iran,Southern Asia,Asia Pacific
2093,Malden,Massachusetts,United States,Eastern US,USCA
2094,Malegaon,Maharashtra,India,Southern Asia,Asia Pacific
2095,Mallawi,Al Minya,Egypt,North Africa,Africa
2096,Maltepe,Istanbul,Turkey,Western Asia,Asia Pacific
2097,Mamak,Ankara,Turkey,Western Asia,Asia Pacific
2098,Man,Dix-Huit Montagnes,Cote d'Ivoire,Western Africa,Africa
2099,Manacapuru,Amazonas,Brazil,South America,LATAM
2100,Manado,Sulawesi Utara,Indonesia,Southeastern Asia,Asia Pacific
2101,Managua,Managua,Nicaragua,Central America,LATAM
2102,Manaus,Amazonas,Brazil,South America,LATAM
2103,Manchester,Connecticut,United States,Eastern US,USCA
2104,Manchester,England,United Kingdom,Northern Europe,Europe
2105,Mandurah,Western Australia,Australia,Oceania,Asia Pacific
2106,Manfredonia,Apulia,Italy,Southern Europe,Europe
2107,Mangalore,Karnataka,India,Southern Asia,Asia Pacific
2108,Manhattan,Kansas,United States,Central US,USCA
2109,Manila,National Capital,Philippines,Southeastern Asia,Asia Pacific
2110,Manisa,Manisa,Turkey,Western Asia,Asia Pacific
2111,Manizales,Caldas,Colombia,South America,LATAM
2112,Mannheim,Baden-Württemberg,Germany,Western Europe,Europe
2113,Manresa,Catalonia,Spain,Southern Europe,Europe
2114,Mansfield,England,United Kingdom,Northern Europe,Europe
2115,Mansfield,Texas,United States,Central US,USCA
2116,Manteca,California,United States,Western US,USCA
2117,Mantes-la-Jolie,Ile-de-France,France,Western Europe,Europe
2118,Mantes-la-Ville,Ile-de-France,France,Western Europe,Europe
2119,Manukau City,Auckland,New Zealand,Oceania,Asia Pacific
2120,Manzanillo,Colima,Mexico,Central America,LATAM
2121,Manzanillo,Granma,Cuba,Caribbean,LATAM
2122,Manzini,Manzini,Swaziland,Southern Africa,Africa
2123,Maple Grove,Minnesota,United States,Central US,USCA
2124,Maputo,Cidade De Maputo,Mozambique,Eastern Africa,Africa
2125,Mar del Plata,Provincia de Buenos Aires,Argentina,South America,LATAM
2126,Maracaibo,Zulia,Venezuela,South America,LATAM
2127,Maracay,Aragua,Venezuela,South America,LATAM
2128,Maradi,Maradi,Niger,Western Africa,Africa
2129,Marano di Napoli,Campania,Italy,Southern Europe,Europe
2130,Marbella,Andalusía,Spain,Southern Europe,Europe
2131,Mardan,Khyber Pakhtunkhwa,Pakistan,Southern Asia,Asia Pacific
2132,Mardin,Mardin,Turkey,Western Asia,Asia Pacific
2133,Margate,England,United Kingdom,Northern Europe,Europe
2134,Margate,Florida,United States,Southern US,USCA
2135,Marietta,Georgia,United States,Southern US,USCA
2136,Marignane,Provence-Alpes-Côte d'Azur,France,Western Europe,Europe
2137,Marikina,National Capital,Philippines,Southeastern Asia,Asia Pacific
2138,Marina di Carrara,Tuscany,Italy,Southern Europe,Europe
2139,Maringá,Parana,Brazil,South America,LATAM
2140,Marion,Iowa,United States,Central US,USCA
2141,Marion,Ohio,United States,Eastern US,USCA
2142,Mariupol',Donetsk,Ukraine,Eastern Europe,Europe
2143,Markham,Ontario,Canada,Canada,USCA
2144,Marl,North Rhine-Westphalia,Germany,Western Europe,Europe
2145,Marlborough,Massachusetts,United States,Eastern US,USCA
2146,Marly-le-Roi,Ile-de-France,France,Western Europe,Europe
2147,Maroua,Extreme-Nord,Cameroon,Central Africa,Africa
2148,Marrakech,Marrakech-Tensift-El Haouz,Morocco,North Africa,Africa
2149,Marsa Matruh,Matruh,Egypt,North Africa,Africa
2150,Marsabit,Eastern,Kenya,Eastern Africa,Africa
2151,Marsala,Sicily,Italy,Southern Europe,Europe
2152,Marseille,Provence-Alpes-Côte d'Azur,France,Western Europe,Europe
2153,Martigues,Provence-Alpes-Côte d'Azur,France,Western Europe,Europe
2154,Mary,Mary,Turkmenistan,Central Asia,Asia Pacific
2155,Maryborough,Queensland,Australia,Oceania,Asia Pacific
2156,Marysville,Washington,United States,Western US,USCA
2157,Masaya,Masaya,Nicaragua,Central America,LATAM
2158,Maseru,Maseru,Lesotho,Southern Africa,Africa
2159,Mashhad,Razavi Khorasan,Iran,Southern Asia,Asia Pacific
2160,Masjed Soleyman,Khuzestan,Iran,Southern Asia,Asia Pacific
2161,Mason,Ohio,United States,Eastern US,USCA
2162,Massa,Tuscany,Italy,Southern Europe,Europe
2163,Massy,Ile-de-France,France,Western Europe,Europe
2164,Masterton,Wellington,New Zealand,Oceania,Asia Pacific
2165,Matadi,Bas-Congo,Democratic Republic of the Congo,Central Africa,Africa
2166,Matagalpa,Matagalpa,Nicaragua,Central America,LATAM
2167,Matanzas,Matanzas,Cuba,Caribbean,LATAM
2168,Mataram,Nusa Tenggara Barat,Indonesia,Southeastern Asia,Asia Pacific
2169,Matehuala,San Luis Potosí,Mexico,Central America,LATAM
2170,Mathura,Uttar Pradesh,India,Southern Asia,Asia Pacific
2171,Matola,Maputo,Mozambique,Eastern Africa,Africa
2172,Matsubara,Oita,Japan,Eastern Asia,Asia Pacific
2173,Matsudo,Chiba,Japan,Eastern Asia,Asia Pacific
2174,Matsumoto,Nagano,Japan,Eastern Asia,Asia Pacific
2175,Maturín,Monagas,Venezuela,South America,LATAM
2176,Mau,Madhya Pradesh,India,Southern Asia,Asia Pacific
2177,Mau,Uttar Pradesh,India,Southern Asia,Asia Pacific
2178,Mauá,São Paulo,Brazil,South America,LATAM
2179,Maubeuge,Nord-Pas-de-Calais-Picardie,France,Western Europe,Europe
2180,Mauguio,Languedoc-Roussillon-Midi-Pyrénées,France,Western Europe,Europe
2181,Maxixe,Inhambane,Mozambique,Eastern Africa,Africa
2182,Mazyr,Homyel',Belarus,Eastern Europe,Europe
2183,Mbandaka,Equateur,Democratic Republic of the Congo,Central Africa,Africa
2184,Mbeya,Mbeya,Tanzania,Eastern Africa,Africa
2185,Mbinga,Ruvuma,Tanzania,Eastern Africa,Africa
2186,Mbuji-mayi,Kasai-Oriental,Democratic Republic of the Congo,Central Africa,Africa
2187,Mcallen,Texas,United States,Central US,USCA
2188,Meaux,Ile-de-France,France,Western Europe,Europe
2189,Mecca,Makkah,Saudi Arabia,Western Asia,Asia Pacific
2190,Mechelen,Antwerp,Belgium,Western Europe,Europe
2191,Medan,Sumatera Utara,Indonesia,Southeastern Asia,Asia Pacific
2192,Medea,Medea,Algeria,North Africa,Africa
2193,Medellín,Antioquia,Colombia,South America,LATAM
2194,Medford,Oregon,United States,Western US,USCA
2195,Medina,Al Madinah,Saudi Arabia,Western Asia,Asia Pacific
2196,Medina,Ohio,United States,Eastern US,USCA
2197,Meerut,Uttar Pradesh,India,Southern Asia,Asia Pacific
2198,Meizhou,Guangdong,China,Eastern Asia,Asia Pacific
2199,Mejicanos,San Salvador,El Salvador,Central America,LATAM
2200,Meknes,Meknès-Tafilalet,Morocco,North Africa,Africa
2201,Melbourne,Florida,United States,Southern US,USCA
2202,Melbourne,Victoria,Australia,Oceania,Asia Pacific
2203,Melchor Ocampo,México,Mexico,Central America,LATAM
2204,Melilla,Melilla,Spain,Southern Europe,Europe
2205,Melitopol',Zaporizhzhya,Ukraine,Eastern Europe,Europe
2206,Melton,Victoria,Australia,Oceania,Asia Pacific
2207,Melun,Ile-de-France,France,Western Europe,Europe
2208,Memphis,Tennessee,United States,Southern US,USCA
2209,Menden,North Rhine-Westphalia,Germany,Western Europe,Europe
2210,Mendoza,Mendoza,Argentina,South America,LATAM
2211,Menemen,Izmir,Turkey,Western Asia,Asia Pacific
2212,Menton,Provence-Alpes-Côte d'Azur,France,Western Europe,Europe
2213,Mentor,Ohio,United States,Eastern US,USCA
2214,Mentougou,Beijing,China,Eastern Asia,Asia Pacific
2215,Mérida,Mérida,Venezuela,South America,LATAM
2216,Mérida,Yucatán,Mexico,Central America,LATAM
2217,Meriden,Connecticut,United States,Eastern US,USCA
2218,Meridian,Idaho,United States,Western US,USCA
2219,Mersin,Mersin,Turkey,Western Asia,Asia Pacific
2220,Mesa,Arizona,United States,Western US,USCA
2221,Mesquite,Texas,United States,Central US,USCA
2222,Messaad,Djelfa,Algeria,North Africa,Africa
2223,Messina,Sicily,Italy,Southern Europe,Europe
2224,Metepec,México,Mexico,Central America,LATAM
2225,Metz,Alsace-Champagne-Ardenne-Lorraine,France,Western Europe,Europe
2226,Meudon,Ile-de-France,France,Western Europe,Europe
2227,Mexicali,Baja California,Mexico,Central America,LATAM
2228,Mexico City,Distrito Federal,Mexico,Central America,LATAM
2229,Meyzieu,Auvergne-Rhône-Alpes,France,Western Europe,Europe
2230,Mezitli,Mersin,Turkey,Western Asia,Asia Pacific
2231,Miami,Florida,United States,Southern US,USCA
2232,Mianyang,Sichuan,China,Eastern Asia,Asia Pacific
2233,Miass,Chelyabinsk,Russia,Eastern Europe,Europe
2234,Middlesbrough,England,United Kingdom,Northern Europe,Europe
2235,Middletown,Connecticut,United States,Eastern US,USCA
2236,Midland,Michigan,United States,Central US,USCA
2237,Midyat,Mardin,Turkey,Western Asia,Asia Pacific
2238,Miguel Hidalgo,Distrito Federal,Mexico,Central America,LATAM
2239,Mijas,Andalusía,Spain,Southern Europe,Europe
2240,Milan,Lombardy,Italy,Southern Europe,Europe
2241,Mildura,Victoria,Australia,Oceania,Asia Pacific
2242,Milford,Connecticut,United States,Eastern US,USCA
2243,Millau,Languedoc-Roussillon-Midi-Pyrénées,France,Western Europe,Europe
2244,Milpa Alta,Distrito Federal,Mexico,Central America,LATAM
2245,Milwaukee,Wisconsin,United States,Central US,USCA
2246,Minden,North Rhine-Westphalia,Germany,Western Europe,Europe
2247,Minna,Niger,Nigeria,Western Africa,Africa
2248,Minneapolis,Minnesota,United States,Central US,USCA
2249,Minuf,Al Minufiyah,Egypt,North Africa,Africa
2250,Miramar,Florida,United States,Southern US,USCA
2251,Miramar,Tamaulipas,Mexico,Central America,LATAM
2252,Miramas,Provence-Alpes-Côte d'Azur,France,Western Europe,Europe
2253,Mirzapur,Uttar Pradesh,India,Southern Asia,Asia Pacific
2254,Mishawaka,Indiana,United States,Central US,USCA
2255,Misratah,Misratah,Libya,North Africa,Africa
2256,Mission Viejo,California,United States,Western US,USCA
2257,Mississauga,Ontario,Canada,Canada,USCA
2258,Missoula,Montana,United States,Western US,USCA
2259,Missouri City,Texas,United States,Central US,USCA
2260,Mitry-Mory,Ile-de-France,France,Western Europe,Europe
2261,Mixco,Guatemala,Guatemala,Central America,LATAM
2262,Moa,Holguín,Cuba,Caribbean,LATAM
2263,Mobile,Alabama,United States,Southern US,USCA
2264,Moca,Espaillat,Dominican Republic,Caribbean,LATAM
2265,Mococa,São Paulo,Brazil,South America,LATAM
2266,Modena,Emilia-Romagna,Italy,Southern Europe,Europe
2267,Modesto,California,United States,Western US,USCA
2268,Modica,Sicily,Italy,Southern Europe,Europe
2269,Moers,North Rhine-Westphalia,Germany,Western Europe,Europe
2270,Mogadishu,Banaadir,Somalia,Eastern Africa,Africa
2271,Mogi das Cruzes,São Paulo,Brazil,South America,LATAM
2272,Mohammedia,Grand Casablanca,Morocco,North Africa,Africa
2273,Moissy-Cramayel,Ile-de-France,France,Western Europe,Europe
2274,Molfetta,Apulia,Italy,Southern Europe,Europe
2275,Molina de Segura,Murcia,Spain,Southern Europe,Europe
2276,Mombasa,Coast,Kenya,Eastern Africa,Africa
2277,Moncalieri,Piedmont,Italy,Southern Europe,Europe
2278,Monclova,Coahuila,Mexico,Central America,LATAM
2279,Monroe,Louisiana,United States,Southern US,USCA
2280,Monroe,North Carolina,United States,Southern US,USCA
2281,Monrovia,Montserrado,Liberia,Western Africa,Africa
2282,Mons-en-Baroeul,Nord-Pas-de-Calais-Picardie,France,Western Europe,Europe
2283,Montargis,Centre-Val de Loire,France,Western Europe,Europe
2284,Montauban,Languedoc-Roussillon-Midi-Pyrénées,France,Western Europe,Europe
2285,Montbrison,Auvergne-Rhône-Alpes,France,Western Europe,Europe
2286,Montceau-les-Mines,Bourgogne-Franche-Comté,France,Western Europe,Europe
2287,Mont-de-Marsan,Aquitaine-Limousin-Poitou-Charentes,France,Western Europe,Europe
2288,Montebello,California,United States,Western US,USCA
2289,Montecatini Terme,Tuscany,Italy,Southern Europe,Europe
2290,Montenegro,Quindío,Colombia,South America,LATAM
2291,Montereau-Fault-Yonne,Ile-de-France,France,Western Europe,Europe
2292,Montería,Córdoba,Colombia,South America,LATAM
2293,Monterrey,Nuevo León,Mexico,Central America,LATAM
2294,Montes Claros,Minas Gerais,Brazil,South America,LATAM
2295,Montesson,Ile-de-France,France,Western Europe,Europe
2296,Montevideo,Montevideo,Uruguay,South America,LATAM
2297,Montfermeil,Ile-de-France,France,Western Europe,Europe
2298,Montgeron,Ile-de-France,France,Western Europe,Europe
2299,Montgomery,Alabama,United States,Southern US,USCA
2300,Montigny-le-Bretonneux,Ile-de-France,France,Western Europe,Europe
2301,Montmorency,Ile-de-France,France,Western Europe,Europe
2302,Montpellier,Languedoc-Roussillon-Midi-Pyrénées,France,Western Europe,Europe
2303,Montréal,Quebec,Canada,Canada,USCA
2304,Montreuil,Ile-de-France,France,Western Europe,Europe
2305,Montrouge,Ile-de-France,France,Western Europe,Europe
2306,Mont-Saint-Aignan,Normandy,France,Western Europe,Europe
2307,Monza,Lombardy,Italy,Southern Europe,Europe
2308,Moorhead,Minnesota,United States,Central US,USCA
2309,Mopti,Mopti,Mali,Western Africa,Africa
2310,Moradabad,Uttar Pradesh,India,Southern Asia,Asia Pacific
2311,Morelia,Michoacán,Mexico,Central America,LATAM
2312,Moreno Valley,California,United States,Western US,USCA
2313,Morgan Hill,California,United States,Western US,USCA
2314,Morley,England,United Kingdom,Northern Europe,Europe
2315,Morogoro,Morogoro,Tanzania,Eastern Africa,Africa
2316,Morón,Ciego de Ávila,Cuba,Caribbean,LATAM
2317,Morristown,New Jersey,United States,Eastern US,USCA
2318,Moshi,Kilimanjaro,Tanzania,Eastern Africa,Africa
2319,Mosquera,Cundinamarca,Colombia,South America,LATAM
2320,Mossoró,Rio Grande do Norte,Brazil,South America,LATAM
2321,Mostaganem,Mostaganem,Algeria,North Africa,Africa
2322,Mosul,Ninawa,Iraq,Western Asia,Asia Pacific
2323,Mougins,Provence-Alpes-Côte d'Azur,France,Western Europe,Europe
2324,Moulins,Auvergne,France,Western Europe,Europe
2325,Mount Gambier,South Australia,Australia,Oceania,Asia Pacific
2326,Mount Isa,Queensland,Australia,Oceania,Asia Pacific
2327,Mount Pleasant,Michigan,United States,Central US,USCA
2328,Mount Pleasant,South Carolina,United States,Southern US,USCA
2329,Mount Vernon,New York,United States,Eastern US,USCA
2330,Mouscron,Hainaut,Belgium,Western Europe,Europe
2331,Mpumalanga,Kwazulu-natal,South Africa,Southern Africa,Africa
2332,Mtwara,Mtwara,Tanzania,Eastern Africa,Africa
2333,Mubi,Adamawa,Nigeria,Western Africa,Africa
2334,Mudanjiang,Heilongjiang,China,Eastern Asia,Asia Pacific
2335,Mufulira,Copperbelt,Zambia,Eastern Africa,Africa
2336,Mulhouse,Alsace-Champagne-Ardenne-Lorraine,France,Western Europe,Europe
2337,Multan,Punjab,Pakistan,Southern Asia,Asia Pacific
2338,Mumbai,Maharashtra,India,Southern Asia,Asia Pacific
2339,Munich,Bavaria,Germany,Western Europe,Europe
2340,Munster,Lower Saxony,Germany,Western Europe,Europe
2341,Murcia,Murcia,Spain,Southern Europe,Europe
2342,Muret,Languedoc-Roussillon-Midi-Pyrénées,France,Western Europe,Europe
2343,Murfreesboro,Tennessee,United States,Southern US,USCA
2344,Murray,Kentucky,United States,Southern US,USCA
2345,Murray,Utah,United States,Western US,USCA
2346,Murray Bridge,South Australia,Australia,Oceania,Asia Pacific
2347,Murrieta,California,United States,Western US,USCA
2348,Muscat,Muscat,Oman,Western Asia,Asia Pacific
2349,Muskogee,Oklahoma,United States,Central US,USCA
2350,Musoma,Mara,Tanzania,Eastern Africa,Africa
2351,Mutare,Manicaland,Zimbabwe,Eastern Africa,Africa
2352,Muzaffarpur,Bihar,India,Southern Asia,Asia Pacific
2353,Mwanza,Mwanza,Tanzania,Eastern Africa,Africa
2354,Mykolayiv,Mykolayiv,Ukraine,Eastern Europe,Europe
2355,Myslowice,Silesia,Poland,Eastern Europe,Europe
2356,Mysore,Karnataka,India,Southern Asia,Asia Pacific
2357,Nacka,Stockholm,Sweden,Northern Europe,Europe
2358,Nagaoka,Shizuoka,Japan,Eastern Asia,Asia Pacific
2359,Nagasaki,Nagasaki,Japan,Eastern Asia,Asia Pacific
2360,Nagercoil,Tamil Nadu,India,Southern Asia,Asia Pacific
2361,Nagpur,Maharashtra,India,Southern Asia,Asia Pacific
2362,Naihati,West Bengal,India,Southern Asia,Asia Pacific
2363,Nairobi,Nairobi,Kenya,Eastern Africa,Africa
2364,Najafabad,Esfahan,Iran,Southern Asia,Asia Pacific
2365,Nakhon Ratchasima,Nakhon Ratchasima,Thailand,Southeastern Asia,Asia Pacific
2366,Nakuru,Rift Valley,Kenya,Eastern Africa,Africa
2367,Nal'chik,Kabardino-Balkariya,Russia,Eastern Europe,Europe
2368,Namangan,Namangan,Uzbekistan,Central Asia,Asia Pacific
2369,Namibe,Namibe,Angola,Central Africa,Africa
2370,Nampula,Nampula,Mozambique,Eastern Africa,Africa
2371,Namur,Namur,Belgium,Western Europe,Europe
2372,Nanchang,Jiangxi,China,Eastern Asia,Asia Pacific
2373,Nanchong,Sichuan,China,Eastern Asia,Asia Pacific
2374,Nancy,Alsace-Champagne-Ardenne-Lorraine,France,Western Europe,Europe
2375,Nanning,Guangxi,China,Eastern Asia,Asia Pacific
2376,Nanterre,Ile-de-France,France,Western Europe,Europe
2377,Nantes,Pays de la Loire,France,Western Europe,Europe
2378,Nantong,Jiangsu,China,Eastern Asia,Asia Pacific
2379,Nanyang,Henan,China,Eastern Asia,Asia Pacific
2380,Naperville,Illinois,United States,Central US,USCA
2381,Napier,Hawke's Bay,New Zealand,Oceania,Asia Pacific
2382,Naples,Campania,Italy,Southern Europe,Europe
2383,Narbonne,Languedoc-Roussillon-Midi-Pyrénées,France,Western Europe,Europe
2384,Narsingdi,Dhaka,Bangladesh,Southern Asia,Asia Pacific
2385,Nashua,New Hampshire,United States,Eastern US,USCA
2386,Nashville,Tennessee,United States,Southern US,USCA
2387,Nasik,Maharashtra,India,Southern Asia,Asia Pacific
2388,Natal,Rio Grande do Norte,Brazil,South America,LATAM
2389,Natitingou,Atakora,Benin,Western Africa,Africa
2390,Naumburg,Saxony-Anhalt,Germany,Western Europe,Europe
2391,Navegantes,Santa Catarina,Brazil,South America,LATAM
2392,Nazilli,Aydin,Turkey,Western Asia,Asia Pacific
