Product ID,Category,Sub-Category,Product Name
OFF-AP-4968,Office Supplies,Appliances,"KitchenAid Toaster, Black"
TEC-PH-5347,Technology,Phones,"Nokia Office Telephone, Full Size"
TEC-CO-4786,Technology,Copiers,"HP Personal Copier, High-Speed"
TEC-PH-3793,Technology,Phones,"Cisco Headset, with Caller ID"
FUR-TA-3336,Furniture,Tables,"Barricks Coffee Table, Adjustable Height"
OFF-ST-5422,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers
FUR-BO-3646,Furniture,Bookcases,"Bush Stackable Bookrack, Mobile"
OFF-AP-4498,Office Supplies,Appliances,"Hamilton Beach Microwave, Red"
TEC-AC-4939,Technology,Accessories,KeyTronic 6101 Series - Keyboard - Black
OFF-ST-5707,Office Supplies,Storage,"Rogers Shelving, Single Width"
OFF-FA-6190,Office Supplies,Fasteners,"Stockwell Paper Clips, Bulk Pack"
OFF-BI-6094,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal
TEC-AC-6074,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card
FUR-TA-3340,Furniture,Tables,"Barricks Computer Table, Adjustable Height"
TEC-MA-5511,Technology,Machines,"Okidata Printer, Red"
OFF-AR-5632,Office Supplies,Art,Prang Drawing Pencil Set
OFF-SU-2975,Office Supplies,Supplies,Acme Kleen Earth Office Shears
OFF-PA-4168,Office Supplies,Paper,"Enermax Message Books, Multicolor"
FUR-FU-6254,Furniture,Furnishings,"Tenex Frame, Duo Pack"
FUR-FU-4041,Furniture,Furnishings,"Eldon Door Stop, Duo Pack"
TEC-AC-5117,Technology,Accessories,"Logitech Keyboard, Programmable"
OFF-SU-4304,Office Supplies,Supplies,"Fiskars Box Cutter, High Speed"
OFF-FA-6189,Office Supplies,Fasteners,"Stockwell Paper Clips, Assorted Sizes"
TEC-CO-4775,Technology,Copiers,"HP Fax Machine, High-Speed"
OFF-ST-4079,Office Supplies,Storage,"Eldon Lockers, Industrial"
FUR-FU-6260,Furniture,Furnishings,"Tenex Light Bulb, Erganomic"
TEC-AC-5889,Technology,Accessories,"SanDisk Numeric Keypad, USB"
TEC-AC-5863,Technology,Accessories,"SanDisk Flash Drive, USB"
FUR-FU-3946,Furniture,Furnishings,"Deflect-O Light Bulb, Black"
FUR-FU-3006,Furniture,Furnishings,Acrylic Self-Standing Desk Frames
OFF-AR-5917,Office Supplies,Art,"Sanford Markers, Blue"
OFF-EN-3664,Office Supplies,Envelopes,"Cameo Interoffice Envelope, with clear poly window"
FUR-TA-3775,Furniture,Tables,"Chromcraft Training Table, Rectangular"
TEC-PH-5599,Technology,Phones,Plantronics 81402
OFF-AR-4797,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black"
OFF-FA-2948,Office Supplies,Fasteners,"Accos Push Pins, Assorted Sizes"
FUR-TA-4617,Furniture,Tables,Hon 4060 Series Tables
OFF-AR-3449,Office Supplies,Art,"BIC Canvas, Fluorescent"
TEC-MA-5017,Technology,Machines,"Konica Printer, Wireless"
TEC-CO-4569,Technology,Copiers,"Hewlett Copy Machine, High-Speed"
TEC-PH-3815,Technology,Phones,"Cisco Speaker Phone, Cordless"
TEC-CO-4581,Technology,Copiers,"Hewlett Ink, High-Speed"
OFF-SU-4992,Office Supplies,Supplies,"Kleencut Shears, Steel"
FUR-CH-5439,Furniture,Chairs,"Office Star Chairmat, Red"
OFF-EN-4920,Office Supplies,Envelopes,"Jiffy Manila Envelope, Set of 50"
OFF-AP-3576,Office Supplies,Appliances,"Breville Refrigerator, Silver"
TEC-PH-3792,Technology,Phones,"Cisco Headset, VoIP"
TEC-MA-5002,Technology,Machines,"Konica Card Printer, Durable"
FUR-BO-4859,Furniture,Bookcases,"Ikea Floating Shelf Set, Traditional"
OFF-EN-5022,Office Supplies,Envelopes,"Kraft Business Envelopes, Recycled"
OFF-LA-4679,Office Supplies,Labels,"Hon Removable Labels, Adjustable"
OFF-AP-4505,Office Supplies,Appliances,"Hamilton Beach Stove, Black"
OFF-PA-6496,Office Supplies,Paper,Xerox 1941
OFF-PA-6554,Office Supplies,Paper,Xerox 1995
OFF-BI-5979,Office Supplies,Binders,Self-Adhesive Ring Binder Labels
FUR-FU-3951,Furniture,Furnishings,"Deflect-O Photo Frame, Duo Pack"
OFF-EN-5043,Office Supplies,Envelopes,"Kraft Peel and Seal, Set of 50"
OFF-EN-5033,Office Supplies,Envelopes,"Kraft Mailers, Recycled"
TEC-MA-5000,Technology,Machines,"Konica Calculator, White"
FUR-BO-3626,Furniture,Bookcases,"Bush Classic Bookcase, Pine"
OFF-AR-3968,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2"
TEC-PH-5835,Technology,Phones,"Samsung Signal Booster, Cordless"
OFF-EN-5030,Office Supplies,Envelopes,"Kraft Interoffice Envelope, Security-Tint"
OFF-BI-6387,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear"
OFF-AR-3477,Office Supplies,Art,"Binney & Smith Canvas, Fluorescent"
OFF-LA-6029,Office Supplies,Labels,"Smead Color Coded Labels, Alphabetical"
OFF-AP-3869,Office Supplies,Appliances,"Cuisinart Refrigerator, Red"
FUR-TA-3349,Furniture,Tables,"Barricks Round Table, Fully Assembled"
OFF-PA-6465,Office Supplies,Paper,Xerox 1913
OFF-AR-5934,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow"
OFF-BI-3740,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders
FUR-CH-5370,Furniture,Chairs,"Novimex Chairmat, Adjustable"
OFF-BI-4363,Office Supplies,Binders,GBC Recycled Regency Composition Covers
FUR-CH-4628,Furniture,Chairs,"Hon Bag Chairs, Red"
TEC-MA-5001,Technology,Machines,"Konica Calculator, Wireless"
OFF-PA-4481,Office Supplies,Paper,"Green Bar Parchment Paper, 8.5 x 11"
OFF-PA-4144,Office Supplies,Paper,"Enermax Cards & Envelopes, Multicolor"
OFF-AR-3443,Office Supplies,Art,BIC Brite Liner Grip Highlighters
FUR-TA-5064,Furniture,Tables,"Lesro Round Table, Rectangular"
FUR-TA-3760,Furniture,Tables,"Chromcraft Computer Table, Fully Assembled"
FUR-BO-3635,Furniture,Bookcases,"Bush Floating Shelf Set, Mobile"
OFF-BI-3729,Office Supplies,Binders,Cardinal Holdit Business Card Pockets
TEC-PH-6413,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit
OFF-BI-3264,Office Supplies,Binders,Avery Durable Binders
TEC-PH-5095,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural"
OFF-SU-6173,Office Supplies,Supplies,"Stiletto Scissors, High Speed"
FUR-CH-4518,Furniture,Chairs,"Harbour Creations Bag Chairs, Adjustable"
OFF-PA-6087,Office Supplies,Paper,Southworth Structures Collection
OFF-ST-4456,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h"
OFF-ST-4245,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus
OFF-BI-6345,Office Supplies,Binders,Vinyl Sectional Post Binders
FUR-FU-3043,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11
OFF-BI-6393,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders
TEC-CO-4572,Technology,Copiers,"Hewlett Fax and Copier, Digital"
TEC-AC-5279,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router
OFF-LA-3238,Office Supplies,Labels,Avery 516
FUR-CH-4397,Furniture,Chairs,Global Comet Stacking Armless Chair
TEC-CO-3692,Technology,Copiers,Canon Imageclass D680 Copier / Fax
OFF-AR-5930,Office Supplies,Art,"Sanford Sketch Pad, Blue"
OFF-AP-4507,Office Supplies,Appliances,"Hamilton Beach Stove, Silver"
TEC-MA-5013,Technology,Machines,"Konica Phone, Wireless"
FUR-CH-4412,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy"
FUR-FU-4754,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock"
TEC-MA-5011,Technology,Machines,"Konica Phone, Red"
OFF-PA-6445,Office Supplies,Paper,Xerox 1895
OFF-BI-3281,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems
OFF-ST-5590,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H"
OFF-LA-3209,Office Supplies,Labels,Avery 49
TEC-PH-3810,Technology,Phones,Cisco SPA112 2 Port Phone Adapter
TEC-PH-3812,Technology,Phones,Cisco SPA508G
FUR-FU-2877,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock
OFF-LA-3236,Office Supplies,Labels,Avery 514
OFF-PA-6430,Office Supplies,Paper,Xerox 1881
OFF-BI-5333,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders
TEC-PH-5626,Technology,Phones,Polycom VVX 310 VoIP phone
OFF-PA-6561,Office Supplies,Paper,Xerox 200
FUR-TA-4622,Furniture,Tables,Hon 5100 Series Wood Tables
OFF-BI-6321,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders
FUR-TA-4712,Furniture,Tables,"Hon Wood Table, Rectangular"
TEC-PH-4385,Technology,Phones,GE DSL Phone Line Filter
TEC-AC-5222,Technology,Accessories,"Memorex Numeric Keypad, USB"
FUR-CH-5755,Furniture,Chairs,"Safco Chair Connectors, 6/Carton"
OFF-BI-2919,Office Supplies,Binders,"Acco Index Tab, Economy"
TEC-AC-6339,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack"
FUR-CH-4649,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs
OFF-AR-4332,Office Supplies,Art,Fluorescent Highlighters by Dixon
OFF-ST-4061,Office Supplies,Storage,"Eldon Folders, Industrial"
FUR-TA-3427,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base
OFF-EN-5026,Office Supplies,Envelopes,"Kraft Clasp Envelope, Security-Tint"
OFF-BI-2905,Office Supplies,Binders,Acco D-Ring Binder w/DublLock
OFF-AR-5292,Office Supplies,Art,Newell 315
OFF-SU-2993,Office Supplies,Supplies,"Acme Shears, Easy Grip"
OFF-AP-3365,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II
TEC-PH-4487,Technology,Phones,Griffin GC36547 PowerJolt SE Lightning Charger
TEC-PH-4888,Technology,Phones,iOttie HLCRIO102 Car Mount
FUR-FU-6300,Furniture,Furnishings,Tensor Track Tree Floor Lamp
TEC-PH-5246,Technology,Phones,"Motorola Audio Dock, Cordless"
TEC-AC-4187,Technology,Accessories,"Enermax Router, Programmable"
OFF-LA-4680,Office Supplies,Labels,"Hon Removable Labels, Laser Printer Compatible"
OFF-FA-3052,Office Supplies,Fasteners,Advantus Push Pins
TEC-AC-5179,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack
FUR-TA-4705,Furniture,Tables,"Hon Training Table, Adjustable Height"
OFF-LA-3273,Office Supplies,Labels,"Avery File Folder Labels, Alphabetical"
OFF-AP-3859,Office Supplies,Appliances,"Cuisinart Blender, White"
OFF-AR-3465,Office Supplies,Art,"BIC Pens, Easy-Erase"
FUR-CH-5428,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair
FUR-BO-5949,Furniture,Bookcases,"Sauder Classic Bookcase, Mobile"
OFF-BI-3741,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl"
OFF-AR-3466,Office Supplies,Art,"BIC Pens, Fluorescent"
OFF-FA-2946,Office Supplies,Fasteners,"Accos Paper Clips, Metal"
TEC-MA-6153,Technology,Machines,"StarTech Receipt Printer, White"
FUR-TA-3335,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf"
OFF-BI-2911,Office Supplies,Binders,Acco Hanging Data Binders
OFF-BI-3185,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack"
OFF-BI-2923,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue"
OFF-FA-3053,Office Supplies,Fasteners,"Advantus Push Pins, 12 Pack"
OFF-AP-4506,Office Supplies,Appliances,"Hamilton Beach Stove, Red"
FUR-BO-3641,Furniture,Bookcases,"Bush Library with Doors, Pine"
TEC-CO-4586,Technology,Copiers,"Hewlett Personal Copier, Color"
OFF-PA-6439,Office Supplies,Paper,Xerox 189
FUR-FU-5419,Furniture,Furnishings,Nu-Dell Leatherette Frames
OFF-PA-6447,Office Supplies,Paper,Xerox 1897
OFF-BI-6388,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels
FUR-FU-3953,Furniture,Furnishings,"Deflect-O Photo Frame, Erganomic"
TEC-CO-4578,Technology,Copiers,"Hewlett Fax Machine, Laser"
FUR-FU-3934,Furniture,Furnishings,"Deflect-O Door Stop, Durable"
OFF-FA-2941,Office Supplies,Fasteners,"Accos Clamps, Assorted Sizes"
TEC-AC-5883,Technology,Accessories,"SanDisk Mouse, USB"
TEC-AC-5181,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack"
OFF-PA-6521,Office Supplies,Paper,Xerox 1965
OFF-AR-5328,Office Supplies,Art,Newell 348
FUR-CH-4623,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall
OFF-ST-5076,Office Supplies,Storage,Letter Size Cart
FUR-FU-6354,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps
OFF-BI-3823,Office Supplies,Binders,Clear Mylar Reinforcing Strips
OFF-PA-6421,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page"
OFF-LA-3271,Office Supplies,Labels,"Avery File Folder Labels, 5000 Label Set"
TEC-AC-5203,Technology,Accessories,"Memorex Memory Card, Bluetooth"
TEC-CO-3696,Technology,Copiers,"Canon Ink, High-Speed"
FUR-FU-3027,Furniture,Furnishings,"Advantus Door Stop, Black"
FUR-CH-4653,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs
OFF-EN-4886,Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box"
OFF-BI-2906,Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder
OFF-AR-3476,Office Supplies,Art,"Binney & Smith Canvas, Easy-Erase"
FUR-CH-4426,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter
OFF-AR-5313,Office Supplies,Art,Newell 334
OFF-FA-5469,Office Supplies,Fasteners,"OIC Paper Clips, Bulk Pack"
TEC-AC-5110,Technology,Accessories,Logitech G602 Wireless Gaming Mouse
OFF-AR-5639,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind"
FUR-FU-3929,Furniture,Furnishings,"Deflect-O Clock, Duo Pack"
OFF-ST-4082,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays
FUR-TA-5772,Furniture,Tables,Safco Drafting Table
OFF-AR-5297,Office Supplies,Art,Newell 32
TEC-AC-3748,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard
TEC-AC-5236,Technology,Accessories,Microsoft Natural Keyboard Elite
OFF-AR-5302,Office Supplies,Art,Newell 324
OFF-SU-2997,Office Supplies,Supplies,Acme Softgrip Scissors
TEC-AC-4874,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive
OFF-PA-6621,Office Supplies,Paper,"Xerox Parchment Paper, 8.5 x 11"
OFF-LA-4555,Office Supplies,Labels,"Harbour Creations Shipping Labels, Laser Printer Compatible"
OFF-EN-3098,Office Supplies,Envelopes,"Ames Interoffice Envelope, Set of 50"
TEC-CO-4577,Technology,Copiers,"Hewlett Fax Machine, High-Speed"
TEC-PH-5842,Technology,Phones,"Samsung Smart Phone, with Caller ID"
OFF-SU-4601,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener
OFF-ST-4277,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy"
OFF-LA-4640,Office Supplies,Labels,"Hon Color Coded Labels, Laser Printer Compatible"
OFF-ST-3361,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black"
FUR-CH-5756,Furniture,Chairs,"SAFCO Chairmat, Adjustable"
FUR-BO-3642,Furniture,Bookcases,"Bush Library with Doors, Traditional"
OFF-PA-3988,Office Supplies,Paper,"Eaton Cards & Envelopes, Premium"
TEC-AC-5207,Technology,Accessories,Memorex Micro Travel Drive 16 GB
TEC-PH-3138,Technology,Phones,Apple iPhone 5S
FUR-CH-4613,Furniture,Chairs,Hon 2090 “Pillow Softin Series Mid Back Swivel/Tilt Chairs
FUR-FU-6299,Furniture,Furnishings,Tensor Computer Mounted Lamp
TEC-AC-5112,Technology,Accessories,Logitech Illuminated Ultrathin Keyboard with Backlighting
OFF-BI-4347,Office Supplies,Binders,GBC Instant Index System for Binding Systems
OFF-BI-4355,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern
OFF-AP-2888,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor
FUR-FU-3912,Furniture,Furnishings,DAX Clear Channel Poster Frame
OFF-SU-6169,Office Supplies,Supplies,"Stiletto Ruler, High Speed"
OFF-LA-3204,Office Supplies,Labels,Avery 485
FUR-CH-5230,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton"
FUR-FU-3916,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11"
OFF-PA-6512,Office Supplies,Paper,Xerox 1956
TEC-PH-5843,Technology,Phones,"Samsung Speaker Phone, Cordless"
TEC-MA-5516,Technology,Machines,"Okidata Receipt Printer, White"
TEC-CO-4790,Technology,Copiers,"HP Wireless Fax, Digital"
TEC-AC-3404,Technology,Accessories,"Belkin Router, Programmable"
TEC-AC-6352,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive
OFF-LA-3317,Office Supplies,Labels,"Avery Round Labels, Laser Printer Compatible"
OFF-ST-4282,Office Supplies,Storage,"Fellowes Shelving, Blue"
TEC-MA-4190,Technology,Machines,"Epson Calculator, Red"
OFF-BI-6369,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Clear"
FUR-TA-4643,Furniture,Tables,"Hon Computer Table, Fully Assembled"
FUR-FU-3908,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,"
OFF-FA-5466,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes"
OFF-EN-3665,Office Supplies,Envelopes,"Cameo Mailers, Recycled"
OFF-BI-4817,Office Supplies,Binders,"Ibico Binding Machine, Economy"
FUR-FU-4083,Furniture,Furnishings,"Eldon Photo Frame, Black"
OFF-AR-3453,Office Supplies,Art,"BIC Highlighters, Fluorescent"
OFF-AP-3873,Office Supplies,Appliances,"Cuisinart Stove, Red"
OFF-AP-4959,Office Supplies,Appliances,"KitchenAid Microwave, White"
OFF-LA-5401,Office Supplies,Labels,"Novimex Round Labels, Laser Printer Compatible"
FUR-BO-5742,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases"
FUR-FU-3935,Furniture,Furnishings,"Deflect-O Door Stop, Erganomic"
FUR-FU-4086,Furniture,Furnishings,"Eldon Photo Frame, Erganomic"
OFF-LA-5374,Office Supplies,Labels,"Novimex Color Coded Labels, 5000 Label Set"
TEC-CO-3591,Technology,Copiers,"Brother Fax and Copier, Color"
TEC-MA-5003,Technology,Machines,"Konica Card Printer, Red"
OFF-FA-2903,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes"
OFF-PA-6468,Office Supplies,Paper,Xerox 1916
OFF-LA-5976,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal
OFF-EN-3108,Office Supplies,Envelopes,"Ames Peel and Seal, Recycled"
FUR-BO-5788,Furniture,Bookcases,"Safco Library with Doors, Traditional"
OFF-BI-6389,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock
TEC-AC-5221,Technology,Accessories,"Memorex Numeric Keypad, Erganomic"
OFF-AR-6118,Office Supplies,Art,"Stanley Pencil Sharpener, Easy-Erase"
OFF-SU-3004,Office Supplies,Supplies,"Acme Trimmer, Steel"
FUR-BO-3616,Furniture,Bookcases,"Bush 3-Shelf Cabinet, Mobile"
OFF-FA-5476,Office Supplies,Fasteners,"OIC Rubber Bands, Assorted Sizes"
OFF-ST-6020,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top
TEC-AC-5209,Technology,Accessories,Memorex Micro Travel Drive 4 GB
OFF-FA-2962,Office Supplies,Fasteners,"Accos Thumb Tacks, Metal"
OFF-LA-4665,Office Supplies,Labels,"Hon Legal Exhibit Labels, Laser Printer Compatible"
OFF-AP-4735,Office Supplies,Appliances,"Hoover Refrigerator, Black"
OFF-SU-2964,Office Supplies,Supplies,Acme Box Cutter Scissors
OFF-PA-6433,Office Supplies,Paper,Xerox 1884
FUR-TA-3556,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables
OFF-AP-3558,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack"
FUR-BO-4861,Furniture,Bookcases,"Ikea Library with Doors, Mobile"
FUR-CH-5793,Furniture,Chairs,"SAFCO Rocking Chair, Adjustable"
OFF-PA-6360,Office Supplies,Paper,White Computer Printout Paper by Universal
FUR-FU-3928,Furniture,Furnishings,"Deflect-O Clock, Black"
OFF-LA-6043,Office Supplies,Labels,"Smead Legal Exhibit Labels, Adjustable"
OFF-AR-3547,Office Supplies,Art,"Boston Pens, Easy-Erase"
OFF-LA-4662,Office Supplies,Labels,"Hon Legal Exhibit Labels, 5000 Label Set"
FUR-BO-4853,Furniture,Bookcases,"Ikea Corner Shelving, Mobile"
TEC-MA-5539,Technology,Machines,"Panasonic Calculator, Red"
TEC-MA-5540,Technology,Machines,"Panasonic Calculator, White"
OFF-FA-2949,Office Supplies,Fasteners,"Accos Push Pins, Bulk Pack"
OFF-AR-5920,Office Supplies,Art,"Sanford Markers, Water Color"
TEC-AC-5178,Technology,Accessories,Maxell 4.7GB DVD-R
OFF-AP-4220,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac
OFF-BI-4818,Office Supplies,Binders,"Ibico Binding Machine, Recycled"
OFF-AP-4751,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum
OFF-PA-6488,Office Supplies,Paper,Xerox 1934
TEC-PH-5558,Technology,Phones,Panasonic KX T7731-B Digital phone
OFF-EN-4436,Office Supplies,Envelopes,"GlobeWeis Clasp Envelope, Security-Tint"
OFF-ST-5811,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black"
OFF-AR-5307,Office Supplies,Art,Newell 329
TEC-CO-4789,Technology,Copiers,"HP Wireless Fax, Color"
TEC-CO-4785,Technology,Copiers,"HP Personal Copier, Digital"
FUR-CH-4428,Furniture,Chairs,"Global Value Steno Chair, Gray"
OFF-PA-3009,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6in x 11in"
FUR-TA-5792,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black"
OFF-BI-3251,Office Supplies,Binders,"Avery Binder, Clear"
OFF-PA-3998,Office Supplies,Paper,"Eaton Message Books, 8.5 x 11"
FUR-CH-4661,Furniture,Chairs,Hon GuestStacker Chair
OFF-AR-3487,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow"
OFF-AR-3536,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener
TEC-AC-5097,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo
TEC-PH-5604,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural"
FUR-FU-6257,Furniture,Furnishings,"Tenex Light Bulb, Black"
TEC-AC-5111,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse
OFF-EN-4435,Office Supplies,Envelopes,"GlobeWeis Clasp Envelope, Recycled"
OFF-PA-4001,Office Supplies,Paper,"Eaton Message Books, Recycled"
OFF-EN-3109,Office Supplies,Envelopes,"Ames Peel and Seal, Security-Tint"
TEC-CO-5989,Technology,Copiers,Sharp AL-1530CS Digital Copier
TEC-PH-3160,Technology,Phones,AT&T 1070 Corded Phone
FUR-FU-3883,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp
OFF-AP-4292,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector
FUR-FU-4039,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear"
TEC-AC-5900,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card
TEC-CO-5988,Technology,Copiers,Sharp 1540cs Digital Laser Copier
OFF-AP-2934,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets"
OFF-EN-4430,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes
FUR-FU-5418,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2
OFF-ST-3058,Office Supplies,Storage,Advantus Rolling Drawer Organizers
FUR-BO-5520,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases
OFF-EN-3089,Office Supplies,Envelopes,"Ames Business Envelopes, Security-Tint"
OFF-PA-6572,Office Supplies,Paper,Xerox 21
TEC-CO-5992,Technology,Copiers,"Sharp Copy Machine, Laser"
OFF-LA-3214,Office Supplies,Labels,Avery 494
OFF-PA-4460,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)
OFF-BI-4827,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System
TEC-PH-3820,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone
TEC-PH-4899,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker
OFF-FA-6217,Office Supplies,Fasteners,"Super Bands, 12/Pack"
OFF-EN-3093,Office Supplies,Envelopes,"Ames Clasp Envelope, Set of 50"
OFF-LA-6030,Office Supplies,Labels,"Smead Color Coded Labels, Laser Printer Compatible"
OFF-FA-2950,Office Supplies,Fasteners,"Accos Push Pins, Metal"
TEC-CO-4592,Technology,Copiers,"Hewlett Wireless Fax, High-Speed"
OFF-PA-4160,Office Supplies,Paper,"Enermax Memo Slips, Multicolor"
FUR-FU-4072,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony"
OFF-FA-6344,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box"
OFF-AR-5901,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener
OFF-AR-3540,Office Supplies,Art,"Boston Markers, Water Color"
OFF-ST-6294,Office Supplies,Storage,Tennsco Single-Tier Lockers
TEC-MA-6132,Technology,Machines,"StarTech Calculator, Durable"
TEC-CO-3685,Technology,Copiers,"Canon Fax and Copier, Laser"
TEC-MA-5019,Technology,Machines,"Konica Receipt Printer, Red"
TEC-PH-3509,Technology,Phones,BlackBerry Q10
OFF-BI-5588,Office Supplies,Binders,"Performers Binder/Pad Holder, Black"
OFF-AP-2933,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors
OFF-AR-3614,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener
OFF-SU-2931,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads
OFF-PA-6593,Office Supplies,Paper,Xerox 229
